"KOFIA_FUND_CODE","KFR_GRADE","RLZ_RT12","FP_KRN_NAME","SALE_AMT_M1","FP_TP","SALE_AMT_M3","NAV_UPDOWN_PRICE","SALE_AMT_M6","LRG_TYPE_TP_NAME","SALE_FUND_YN","RLZ_RT60","FNGUIDE_GRADE","RLZ_RT6","RLZ_RT3","RLZ_RT1","INVST_RISK_GRADE_TP","STDDEVT_M6","DELEGATE_KOFIA_FUND_CODE","NAV","STDDEVT_M3","STDDEVT_M1","LRG_TYPE_CODE","ACCM_RT","FUND_BAL_QTY_M6","FP_CLASS_TP","FUND_BAL_QTY_M3","TOTAL_COUNT","FUND_BAL_QTY_M1","AMC_CODE","FIRST_SETUP_DATE","RECOMMEND_FUND_YN","SEQ","MNSTAR_GRADE","FP_CODE","NAV_STD_DATE","TYPE_NAME","FUND_BAL_QTY_M1_CHK","EVENT_FUND_YN","STD_DATE","SALE_COMMISSION_RATE","LRG_TYPE_NAME","INVTRST_DETAIL_NAME","INVTRST_DETAIL_CODE","NAV_UPDOWN_RATE","RLZ_RT36","STDDEVT_Y3","OP_SCALE_GRADE_NAME","STDDEVT_Y1","INDIRECT_INVST_CODE","TOTAL_FEE","OP_FIRST_SETUP_DATE","OP_NETVALUE","FUND_GRADE_STD_YYMM","AMC_ABRV_NAME","TYPE_CODE","ZEROIN_GRADE","OP_FUND_CODE","SALE_START_DATE","AFRCV_COMMISSION_RATE"
"K55363BF6836",0,5.57,"트러스톤 코리아외화채권증권자투자신탁(UH)[채권]S-P",-6.77,"10",-5.54,-6.07,2.74,"해외","Y",NA,0,1.84,1.84,0.24,"5",5.24,"K55363BF6752",1008.44,5.54,5.14,"69",1.03,-0.21,"12",-0.2,1914,-0.01,"363","20160808",NA,1250,0,"4110759","20181228","KP",-1041289,"N","20181228",0,"기타","연금","77",-0.6,NA,NA,NA,5.5,"04",0.313,"20160808",30,NA,"트러스톤자산운용","69060",0,"K55363BF6729","20160816",0
"K55310CD9447",0,3,"코레이트 셀렉트단기채증권투자신탁[채권]S",-33.6,"10",-3.26,0.06,94.83,"국내","Y",NA,0,1.42,0.66,0.24,"5",0.12,"K55310BZ6968",1001.08,0.09,0.05,"10",3.1,NA,"11",0.29,1914,0.3,"310","20171213",NA,1219,0,"4113150","20181228","일반채권",29701913,"N","20181228",0,"채권형",NA,"61",0.01,NA,NA,"초소형급",0.11,"04",0.24,"20171213",342,NA,"코레이트자산운용","10010",0,"K55310BZ6919","20180827",1.5
"K55310CD9454",0,3,"코레이트 셀렉트단기채증권투자신탁[채권]S-P",-33.6,"10",-3.26,0.06,94.83,"국내","Y",NA,0,1.42,0.66,0.24,"6",0.12,"K55310BZ6968",1001.1,0.09,0.05,"10",3.1,NA,"12",-0.08,1914,-0.42,"310","20171213",NA,1220,0,"4113159","20181228","일반채권",-41768224,"N","20181228",0,"채권형","연금","77",0.01,NA,NA,"초소형급",0.11,"04",0.18,"20171213",342,NA,"코레이트자산운용","10010",0,"K55310BZ6919","20180827",0
"K55105BH0897",5,1.94,"삼성 클래식연금증권전환형투자신탁제1호 [채권] S-P",2.03,"10",-6.83,-0.04,-5.74,"국내","Y",7.22,5,1.07,0.59,0.24,"6",0.41,"K55105BH0830",1029.02,0.39,0.43,"10",77.47,0.02,"12",0.01,1914,0,"105","20010207",NA,972,4,"4107059","20181228","일반채권",340361,"N","20181228",0,"채권형","연금","77",0,2.64,0.52,"초소형급",0.41,"04",0.42,"20010207",387,"201812","삼성자산운용","10010",5,"KR5105314904","20160826",0
"KR5210AW7617",0,2.18,"신한BNPP 단기국공채공모주증권자투자신탁 [채권혼합] S",-7.93,"10",11.53,0.37,5.42,"국내","Y",NA,0,0.63,0.07,0.24,"4",0.46,"KR5210AW7559",1054.68,0.59,0.49,"23",5.54,0.05,"11",0,1914,0,"210","20160229",NA,232,0,"5123050","20181228","채권알파",-142505,"N","20181228",0,"절대수익추구형",NA,"61",0.04,NA,NA,"초소형급",0.87,"03",0.4,"20160229",166,"201812","신한BNP파리바자산운용","23010",2,"KR5210AW7542","20160530",1.5
"KR5207AW5368",0,2.13,"교보악사 중단기우량채증권자투자신탁 [채권] S",0.09,"10",-3.03,-0.04,-3.58,"국내","Y",NA,0,1.14,0.59,0.23,"6",0.43,"KR5207AT0695",1021.07,0.4,0.47,"10",8.63,0.01,"11",0,1914,0,"207","20140623",NA,1033,5,"4107650","20181228","일반채권",36721,"N","20181228",0,"채권형",NA,"61",0,4.38,0.46,"초소형급",0.38,"04",0.29,"20140623",12,"201812","교보악사자산운용","10010",5,"KR5207AT0661","20141027",1.5
"K55207B66207",0,2.13,"교보악사 중단기우량채증권자투자신탁 [채권] S-P",0.09,"10",-3.03,0,-3.58,"국내","Y",NA,0,1.14,0.59,0.23,"6",0.43,"KR5207AT0695",1000,0.4,0.47,"10",8.63,-0.02,"12",0,1914,0,"207","20140623",NA,1034,5,"4107659","20181228","일반채권",0,"N","20181228",0,"채권형","연금","77",0,4.38,0.46,"초소형급",0.38,"04",0.23,"20140623",12,"201812","교보악사자산운용","10010",5,"KR5207AT0661","20170703",0
"K55232BJ3747",0,-4.34,"NH-Amundi Allset글로벌회사채증권자투자신탁(H)[채권-재간접형]ClassS",-0.02,"10",-0.01,0,-0.02,"해외","Y",NA,0,-1.04,-1.68,0.23,"4",2.15,"K55232BJ3689",1000,2.48,2.48,"50",-0.45,NA,"11",NA,1914,NA,"232","20170308",NA,876,0,"8148450","20181228",NA,NA,"N","20181228",0,"채권형",NA,"61",0,NA,NA,"초소형급",1.99,"10",0.435,"20170308",30,"201812","NH-Amundi자산운용",NA,4,"K55232BJ3655","20181029",1.5
"K55232BJ3754",0,-4.34,"NH-Amundi Allset글로벌회사채증권자투자신탁(H)[채권-재간접형]ClassS-P",-0.02,"10",-0.01,-0.3,-0.02,"해외","Y",NA,0,-1.04,-1.68,0.23,"5",2.15,"K55232BJ3689",994.3,2.48,2.48,"50",-0.45,NA,"12",NA,1914,0,"232","20170308",NA,877,0,"8148459","20181228","글로벌채권",0,"N","20181228",0,"채권형","연금","77",-0.03,NA,NA,"초소형급",1.99,"10",0.385,"20170308",30,"201812","NH-Amundi자산운용","50010",4,"K55232BJ3655","20181029",0
"KR5107AO9858",0,3.1,"동양 하이플러스채권증권자투자신탁1호 (채권) S",1058.51,"10",1588.72,0,6648.1,"국내","Y",14.39,1,1.38,0.62,0.22,"5",0.34,"KR5107487799",1046.35,0.25,0.3,"10",82.86,22.2,"11",21.32,1914,2.57,"107","20050427",NA,11,3,"4101950","20181228","일반채권",257437793,"N","20181228",0,"채권형",NA,"61",0,7.45,0.39,"초대형급",0.33,"04",0.342,"20060713",13877,"201812","동양자산운용","10010",1,"KR5107584314","20140418",1.5
"K55107B16022",0,3.1,"동양 하이플러스채권증권자투자신탁1호 (채권) S-P",1058.51,"10",1588.72,0,6648.1,"국내","Y",14.39,1,1.38,0.62,0.22,"6",0.34,"KR5107487799",1053.57,0.25,0.3,"10",82.86,6.72,"12",5.3,1914,2.2,"107","20050427",NA,12,3,"4101959","20181228","일반채권",220382554,"N","20181228",0,"채권형","연금","77",0,7.45,0.39,"초대형급",0.33,"04",0.2757,"20060713",13877,"201812","동양자산운용","10010",1,"KR5107584314","20150403",0
"KR5240AY4616",3,0.8,"BNK 튼튼배당10증권자투자신탁1호 (채권혼합) S",-0.67,"10",-2.09,0,-7.85,"국내","Y",NA,4,0.47,-0.15,0.22,"5",1.12,"KR5240AY4525",1000,1.38,0.73,"22",6.37,0,"11",0,1914,0,"240","20150114",NA,223,3,"5119650","20181228","일반채권혼합",0,"N","20181228",0,"채권혼합형",NA,"61",0,3.68,1.07,"초소형급",1.16,"03",0.635,"20150114",34,"201812","BNK자산운용","22010",2,"KR5240AY4517","20150209",1.5
"KR5240AY4624",3,0.8,"BNK 튼튼배당10증권자투자신탁1호 (채권혼합) S-P",-0.67,"10",-2.09,1,-7.85,"국내","Y",NA,4,0.47,-0.15,0.22,"6",1.12,"KR5240AY4525",1000.89,1.38,0.73,"22",6.37,0.01,"12",0.01,1914,0.01,"240","20150114",NA,224,3,"5119659","20181228","일반채권혼합",1e+06,"N","20181228",0,"채권혼합형","연금","77",0.1,3.68,1.07,"초소형급",1.16,"03",0.585,"20150114",34,"201812","BNK자산운용","22010",2,"KR5240AY4517","20150209",0
"K55301BV3127",3,0.17,"미래에셋 라이프사이클6070연금증권전환형자투자신탁1호 (채권혼합)C-e",-0.51,"10",-0.47,2.74,-0.93,"국내","Y",NA,0,0.25,-0.76,0.22,"6",2.61,"K55301BV3127",998.4,3.21,2.06,"22",0.45,NA,"10",NA,1914,NA,"301","20110920",NA,1648,0,"5116896","20181228","일반채권혼합",NA,"N","20181228",0,"채권혼합형","연금","77",0.28,NA,NA,"초소형급",2.69,"03",0.88,"20110920",30,"201812","미래에셋자산운용","22010",1,"KR5301A62023","20170821",0
"K55301BC4938",0,-4.31,"미래에셋 미국달러우량회사채증권자투자신탁1호(H) (채권) S",0.18,"10",-0.17,-5.74,-585.57,"해외","Y",NA,0,-0.98,-1.84,0.22,"4",2.57,"K55301BC4938",993.56,2.97,2.7,"50",0.56,0.01,"11",0.05,1914,0.02,"301","20160429",NA,864,0,"4109950","20181228","북미채권",2326778,"N","20181228",0,"채권형",NA,"61",-0.57,NA,NA,"중형급",2.8,"04",0.51,"20160429",324,"201812","미래에셋자산운용","50030",4,"K55301BC4813","20160530",1.5
"KR5209772841",3,-14.11,"신영 연금배당증권전환형자투자신탁 (주식)",9.51,"10",17.85,15.55,23.45,"국내","Y",20.09,3,-9.82,-9.05,0.22,"5",12.49,"KR5209772841",1042.66,15.61,8.98,"20",72.66,0.52,"07",0.22,1914,0.22,"209","20071218",NA,1654,2,"1112190","20181228","배당주식",21650166,"N","20181228",0,"주식형","연금","77",1.51,2.99,10.14,"대형급",12.53,"01",1.335,"20071218",1365,"201812","신영자산운용","20030",2,"KR5209772841","20140418",0
"K55107BB0222",0,2.35,"동양 단기채권증권투자신탁(채권)ClassC-e",-367.25,"10",-331.12,0.04,-1594.44,"국내","Y",NA,0,1.18,0.59,0.21,"5",0.11,"K55107BB0222",1039.52,0.1,0.13,"10",6.46,-0.43,"10",0.34,1914,-0.55,"107","20160316","Y",1675,0,"4112060","20181228","초단기채권",-55158196,"N","20181228",0,"채권형",NA,"61",0,NA,NA,"대형급",0.09,"04",0.275,"20160316",9404,"201812","동양자산운용","10020",2,"K55107BB0206","20170612",0
"K55210B97461",0,2.15,"신한BNPP단기국공채증권자투자신탁제2호[채권]S",0.02,"10",0.2,0,-0.01,"국내","Y",NA,0,1.05,0.54,0.21,"6",0.24,"K55210B97404",1000,0.21,0.11,"10",3.71,0,"11",0,1914,0,"210","20160307",NA,1216,0,"5122950","20181228","일반채권",0,"N","20181228",0,"채권형",NA,"61",0,NA,NA,"초소형급",0.24,"04",0.16,"20160307",7,NA,"신한BNP파리바자산운용","10010",0,"K55210B97396","20160530",1.5
"KR5209AQ3179",3,-4.52,"신영 고배당30증권투자신탁 (채권혼합) S",-22.04,"10",17.22,5.6,-9.33,"국내","Y",8.14,4,-3.46,-3.33,0.21,"5",4.51,"KR5209AM0450",1000.42,5.71,3.05,"22",93.75,-1.09,"11",-0.53,1914,0,"209","20041011",NA,703,3,"5103550","20181228","일반채권혼합",-321268,"N","20181228",0,"채권혼합형",NA,"61",0.56,1.09,3.33,"초대형급",4.16,"03",0.65,"20041011",2142,"201812","신영자산운용","22010",4,"KR5209461163","20140418",1.5
"KR5217AO9178",4,-0.1,"템플턴 글로벌증권자투자신탁 (채권-재간접형) S",-0.89,"10",-0.78,5.38,-9.53,"해외","Y",2.49,4,1.65,2.41,0.2,"4",5.7,"KR5217AO9160",991.1,5.03,3.2,"50",56.24,0.04,"11",0.04,1914,0.01,"217","20061020","Y",382,4,"4103050","20181228","글로벌채권",1228339,"N","20181228",0,"채권형",NA,"61",0.55,5.83,7.74,"초소형급",5,"10",0.692,"20061020",96,"201812","프랭클린템플턴투자신탁운용","50010",3,"KR5217612732","20140418",1.5
"KR5217AO8915",0,0.06,"템플턴 연금저축글로벌증권자투자신탁 (채권-재간접형) S-P",0.6,"10",1.36,5.39,1.13,"해외","Y",2.13,0,1.65,2.39,0.2,"5",5.7,"KR5217AI9085",994.41,5.01,3.22,"50",2.66,0.08,"12",0.08,1914,0.05,"217","20130620",NA,572,5,"4103559","20181228","글로벌채권",5431867,"N","20181228",0,"채권형","연금","77",0.54,6.03,7.72,"초소형급",5,"10",0.562,"20130620",11,"201812","프랭클린템플턴투자신탁운용","50010",3,"KR5217AI9077","20140418",0
"K55101BA9733",0,2.39,"한국투자 e단기채증권투자신탁(채권) S",-6.25,"10",214.69,0.06,381.65,"국내","Y",NA,0,1.14,0.54,0.2,"4",0.11,"K55101BA9683",1039.67,0.1,0.04,"10",5.48,1.15,"11",0.37,1914,0.78,"101","20160229",NA,233,0,"4109350","20181228","초단기채권",77825748,"N","20181228",0,"채권형",NA,"61",0.01,NA,NA,"중형급",0.11,"04",0.195,"20160229",1972,"201812","한국투자신탁운용","10020",2,"K55101BA9675","20160307",1.5
"K55101BA9741",0,2.39,"한국투자 e단기채증권투자신탁(채권) S-P",-6.25,"10",214.69,0.06,381.65,"국내","Y",NA,0,1.14,0.54,0.2,"5",0.11,"K55101BA9683",1032.86,0.1,0.04,"10",5.48,1.67,"12",1.8,1914,0.62,"101","20160229",NA,234,0,"4109359","20181228","초단기채권",61638660,"N","20181228",0,"채권형","연금","77",0.01,NA,NA,"중형급",0.11,"04",0.145,"20160229",1972,"201812","한국투자신탁운용","10020",2,"K55101BA9675","20160307",0
"K55206CE5516",2,1.47,"키움 장대트리플플러스증권투자신탁1호 [채권혼합]S",5.03,"10",39.33,0.26,239.09,"국내","Y",14.46,1,0.27,0.16,0.2,"5",0.49,"KR5391982117",1001.36,0.44,0.15,"23",20.83,NA,"11",0,1914,0,"206","20101220",NA,453,2,"5106750","20181228","채권알파",92998,"N","20181228",0,"절대수익추구형",NA,"61",0.03,7.73,1.37,"중형급",0.63,"03",0.625,"20101220",678,"201812","키움투자자산운용","23010",3,"KR5391982091","20180910",1.5
"KR5355AR1414",0,-1.46,"스팍스 성장파워증권투자신탁 (주식) S",-0.19,"10",-0.76,16.34,-0.59,"국내","Y",11.24,0,-8.62,-11.38,0.2,"3",18.64,"KR5355A81094",945.27,23.88,9.53,"20",18.26,0.86,"11",-0.01,1914,0.01,"355","20120206",NA,1160,2,"1120350","20181228","일반주식",535332,"N","20181228",0,"주식형",NA,"61",1.76,17.66,12.79,"초소형급",16.54,"01",1.1,"20120206",10,NA,"스팍스자산운용","2001",0,"KR5355A81078","20140418",1.5
"K55214BC6533",0,2.24,"유진 챔피언단기채증권자투자신탁(채권) Class S",452.54,"10",1202.75,0.05,7488.33,"국내","Y",NA,1,1.05,0.51,0.19,"6",0.07,"KR5214AX7984",1031.51,0.07,0.05,"10",8.79,-37.97,"11",-16.87,1914,-3.79,"214","20141204",NA,206,0,"4109850","20181228","초단기채권",-379160219,"N","20181228",0,"채권형",NA,"61",0,6.31,0.09,"초대형급",0.07,"04",0.18,"20141204",33770,"201812","유진자산운용","10020",2,"KR5214AX7539","20160502",1.5
"K55214BC6558",0,2.24,"유진 챔피언단기채증권자투자신탁(채권)ClassS-P",452.54,"10",1202.75,0.05,7488.33,"국내","Y",NA,1,1.05,0.51,0.19,"6",0.07,"KR5214AX7984",1029.67,0.07,0.05,"10",8.79,-2.11,"12",-2.12,1914,-0.57,"214","20141204",NA,207,0,"4109859","20181228","초단기채권",-56921169,"N","20181228",0,"채권형","연금","77",0,6.31,0.09,"초대형급",0.07,"04",0.16,"20141204",33770,"201812","유진자산운용","10020",2,"KR5214AX7539","20160502",0
"KR5104AR7480",3,2.86,"하이 공모주&배당주10증권투자신탁 [채권혼합] S",-6.68,"10",42.88,5.24,185.97,"국내","Y",NA,3,0.11,0.4,0.19,"5",1.43,"KR5104AR7464",1057.02,1.66,1.15,"23",12.68,-0.59,"11",-0.65,1914,0.01,"104","20140428",NA,489,3,"5118250","20181228","채권알파",550459,"N","20181228",0,"절대수익추구형",NA,"61",0.5,5.69,1.77,"중형급",1.79,"03",0.632,"20140428",557,"201812","하이자산운용","23010",3,"KR5104AR7449","20140929",1.5
"K55366BO1957",0,-12.77,"블랙록저변동이머징마켓채권(채권-재간접형)(S)",-22.47,"10",-22.38,-0.39,-23.46,"해외","Y",NA,0,-5.28,-2.6,0.19,"4",8.39,"K55366BO1957",902.39,4.72,4.6,"50",-9.76,-0.02,"11",0,1914,0,"366","20170522",NA,1388,0,"8136650","20181228","신흥국채권",0,"N","20181228",0,"채권형",NA,"61",-0.04,NA,NA,"초소형급",7.23,"10",0.755,"20170522",20,NA,"블랙록자산운용","50050",0,"K55366BO1858","20170619",1.5
"K55366BO1965",0,-12.77,"블랙록저변동이머징마켓채권(채권-재간접형)(S-P)",-22.47,"10",-22.38,-0.39,-23.46,"해외","Y",NA,0,-5.28,-2.6,0.19,"5",8.39,"K55366BO1957",903.31,4.72,4.6,"50",-9.76,0,"12",0,1914,0,"366","20170522",NA,1389,0,"8136659","20181228","신흥국채권",0,"N","20181228",0,"채권형","연금","77",-0.04,NA,NA,"초소형급",7.23,"10",0.685,"20170522",20,NA,"블랙록자산운용","50050",0,"K55366BO1858","20170619",0
"K55239BB1296",0,NA,"현대인베스트먼트 단기 증권투자신탁1호(채권)S",-18.81,"10",-464.25,0.05,876.67,"국내","Y",NA,0,1.08,0.52,0.18,"5",0.08,"K55239BB1254",1014.89,0.06,0.01,"10",1.55,0.12,"11",0.09,1914,0.09,"239","20180412",NA,1235,0,"4112950","20181228","일반채권",8544060,"N","20181228",0,"채권형",NA,"61",0,NA,NA,"중형급",NA,"04",0.175,"20180412",1654,NA,"현대인베스트먼트자산운용","10010",0,"K55239BB1213","20180514",1.5
"K55239BB1338",0,NA,"현대인베스트먼트 단기 증권투자신탁1호(채권)S-P",-18.81,"10",-464.25,0.06,876.67,"국내","Y",NA,0,1.08,0.52,0.18,"6",0.08,"K55239BB1254",1015.71,0.06,0.01,"10",1.55,0.01,"12",0.01,1914,0.01,"239","20180412",NA,1236,0,"4112959","20181228","일반채권",591512,"N","20181228",0,"채권형","연금","77",0.01,NA,NA,"중형급",NA,"04",0.17,"20180412",1654,NA,"현대인베스트먼트자산운용","10010",0,"K55239BB1213","20180514",0
"K55105BD9033",0,2,"삼성코리아초단기우량채권자투자1호[채권]S",1.31,"10",1.17,0.05,1486.3,"국내","Y",NA,0,1,0.51,0.18,"6",0.07,"K55105BD9033",1022.01,0.06,0.03,"10",4.13,0.23,"11",0.04,1914,-0.02,"105","20160520",NA,551,0,"4110450","20181228","초단기채권",-2105845,"N","20181228",0,"채권형",NA,"61",0,NA,NA,"중형급",0.06,"04",0.095,"20160520",2036,"201812","삼성자산운용","10020",3,"K55105BD9058","20160718",1.5
"KR5210AP4720",0,1.66,"신한BNPP BESTCHOICE단기증권투자신탁제4호 [채권] S",-45.81,"10",-56.97,0.06,-17.37,"국내","Y",8.99,4,0.85,0.44,0.18,"6",0.12,"KR5210285320",1018.13,0.1,0.05,"10",83.17,0,"11",0,1914,0,"210","20011218",NA,712,3,"4104050","20181228","초단기채권",88985,"N","20181228",0,"채권형",NA,"61",0.01,4.64,0.19,"초소형급",0.11,"04",0.23,"20011218",102,"201812","신한BNP파리바자산운용","10020",4,"KR5219333469","20140418",1.5
"K55363BQ7369",0,-6.04,"트러스톤 정정당당성과보수증권자투자신탁[주식-파생형]S",-0.08,"10",-0.08,8.25,-4.14,"국내","Y",NA,0,-3.17,-2.17,0.18,"2",11.49,"K55363BQ7328",953.94,14.94,16.85,"21",-4.55,0.01,"11",0.01,1914,0,"363","20170601",NA,614,0,"6112050","20181228","공격적자산배분",228545,"N","20181228",0,"주식혼합형",NA,"61",0.87,NA,NA,"초소형급",11.4,"07",0.43,"20170601",58,"201812","트러스톤자산운용","21020",3,"K55363BQ7294","20170613",1.5
"K55105BU1211",0,1.95,"삼성코리아초단기우량채권자투자1[채권]C-Pe",1.31,"10",1.17,0.04,1486.3,"국내","Y",NA,0,0.96,0.48,0.17,"6",0.08,"K55105BU1211",1011.64,0.07,0.03,"10",2.28,0.58,"07",0.58,1914,-0.05,"105","20160520",NA,1732,0,"4110496","20181228","초단기채권",-4899505,"N","20181228",0,"채권형","연금","77",0,NA,NA,"중형급",0.06,"04",0.18,"20160520",2036,"201812","삼성자산운용","10020",3,"K55105BD9058","20170724",0
"KR5234AQ6908",0,1.85,"IBK 프리미엄채권증권자투자신탁 [채권] S",19.89,"10",23.14,0.04,36.35,"국내","Y",11.33,4,0.91,0.45,0.17,"5",0.09,"KR5234852170",1029.62,0.09,0.03,"10",35.08,0,"11",0,1914,0,"234","20080627",NA,410,3,"4101650","20181228","일반채권",9722,"N","20181228",0,"채권형",NA,"61",0,4.8,0.46,"초소형급",0.08,"04",0.18,"20080627",66,"201812","IBK자산운용","10010",3,"KR5234848046","20140418",1.5
"KR5209314016",5,1.81,"신영 연금증권전환형투자신탁 (채권)",2.32,"10",6.68,0.01,8.84,"국내","Y",7.91,5,0.86,0.42,0.17,"6",0.29,"KR5209314016",1017.87,0.22,0.08,"10",75.33,0,"00",0,1914,0,"209","20010131",NA,1787,3,"4102190","20181228","중기채권",29516,"N","20181228",0,"채권형","연금","77",0,3.17,0.38,"초소형급",0.33,"04",0.73,"20010131",106,"201812","신영자산운용","10040",5,"KR5209314016","20140418",0
"KR5105883411",4,1.47,"삼성 당신을위한신연금코리아증권전환형자투자신탁제1호 [채권]",-0.55,"10",-1.33,0,-1.54,"국내","Y",6.71,5,0.78,0.41,0.17,"6",0.18,"KR5105883411",1017.46,0.14,0.08,"10",26.62,0,"07",0,1914,0,"105","20081121",NA,1790,4,"4107190","20181228","일반채권",0,"N","20181228",0,"채권형","연금","77",0,2.77,0.22,"초소형급",0.17,"04",0.57,"20081121",79,"201812","삼성자산운용","10010",5,"KR5105883411","20140630",0
"KR5105AP3381",3,-2.34,"삼성 배당주장기30증권자투자신탁제1호 [채권혼합] S",-0.22,"10",-0.41,4.06,-0.36,"국내","Y",3.56,4,-1.27,-1.9,0.17,"5",3.29,"KR5105805034",1018.55,3.97,2.8,"22",59.45,0,"11",0,1914,0,"105","20051101",NA,375,4,"5109750","20181228","일반채권혼합",235258,"N","20181228",0,"채권혼합형",NA,"61",0.4,2,2.83,"초소형급",3.17,"03",0.74,"20051101",14,"201812","삼성자산운용","22010",3,"KR5105521029","20140418",1.5
"K55301CH3249",0,NA,"미래에셋 스마트알파증권자투자신탁(채권혼합) 종류C-Pe",89.54,"10",91.68,0.49,91.68,"국내","Y",NA,0,NA,NA,0.17,"5",NA,"K55301CH3249",1001.76,NA,0.5,"22",0.18,NA,"19",NA,1914,0,"301","20181121",NA,1833,0,"5128096","20181228","보수적자산배분",0,"N","20181228",0,"채권혼합형","연금","77",0.05,NA,NA,"초소형급",NA,"03",0.4,"20181121",92,NA,"미래에셋자산운용","22020",0,"K55301CH3124","20181126",0
"KR5321AP0674",2,2.57,"알파 시나브로공모주증권투자신탁1호 [주식혼합] S",-15.62,"10",-8.85,0.24,-58.13,"국내","Y",19.01,1,0.6,0.51,0.16,"5",0.42,"KR5321A57112",1001.58,0.55,0.68,"23",26.01,0.09,"11",0,1914,-0.02,"321","20111111",NA,25,1,"5104050","20181228","채권알파",-2007081,"N","20181228",0,"절대수익추구형",NA,"61",0.02,8.05,1.18,"소형급",0.78,"02",0.742,"20111111",307,"201812","알파자산운용","23010",1,"KR5321A57104","20140418",1.5
"K55213BG9443",2,1.89,"한화 단기국공채증권투자신탁(채권)A-E",-62.62,"10",-182.4,0.03,-329.94,"국내","Y",NA,0,0.94,0.47,0.16,"6",0.06,"K55213BG9443",1021.04,0.06,0.02,"10",3.59,NA,"09",-0.38,1914,-0.42,"213","20060306",NA,1730,0,"4112666","20181228","초단기채권",-41568570,"N","20181228",0,"채권형",NA,"61",0,NA,NA,"중형급",0.06,"04",0.102,"20060306",2531,"201812","한화자산운용","10020",3,"KR5103551382","20180806",0
"K55223BY3640",0,NA,"KB 스타단기채증권자투자신탁(채권)S",-0.72,"10",-5.74,0,-74.67,"국내","Y",NA,0,0.93,0.46,0.16,"5",0.05,"K55223BY3590",1000,0.06,0.04,"10",1.67,NA,"11",NA,1914,NA,"223","20180115",NA,1228,0,"4113350","20181228",NA,NA,"N","20181228",0,"채권형",NA,"61",0,NA,NA,"초소형급",NA,"04",0.135,"20180115",561,NA,"KB자산운용",NA,0,"K55223BY3541","20180910",1.5
"K55223BY3657",0,NA,"KB 스타단기채증권자투자신탁(채권)S-P",-0.72,"10",-5.74,0,-74.67,"국내","Y",NA,0,0.93,0.46,0.16,"6",0.05,"K55223BY3590",1000,0.06,0.04,"10",1.67,NA,"12",NA,1914,NA,"223","20180115",NA,1229,0,"4113359","20181228",NA,NA,"N","20181228",0,"채권형",NA,"61",0,NA,NA,"초소형급",NA,"04",0.13,"20180115",561,NA,"KB자산운용",NA,0,"K55223BY3541","20180910",0
"K55223BH8087",0,1.92,"KB스타 단기 국공채 증권 자투자신탁(채권) S",7.5,"10",36.54,0.01,10.54,"국내","Y",NA,0,0.92,0.45,0.16,"6",0.16,"K55223B60058",1006.12,0.13,0.11,"10",5.3,0.02,"11",0.02,1914,-0.01,"223","20150820",NA,840,3,"4111150","20181228","일반채권",-840000,"N","20181228",0,"채권형",NA,"61",0,4.73,0.22,"초소형급",0.15,"04",0.235,"20150820",376,"201812","KB자산운용","10010",4,"K55223B55173","20161010",1.5
"K55223BH8095",0,1.92,"KB스타 단기 국공채 증권 자투자신탁(채권)S-P",7.5,"10",36.54,0.01,10.54,"국내","Y",NA,0,0.92,0.45,0.16,"6",0.16,"K55223B60058",1006.13,0.13,0.11,"10",5.3,0.1,"12",0.08,1914,0.05,"223","20150820",NA,841,3,"4111159","20181228","일반채권",5010414,"N","20181228",0,"채권형","연금","77",0,4.73,0.22,"초소형급",0.15,"04",0.225,"20150820",376,"201812","KB자산운용","10010",4,"K55223B55173","20161031",0
"K55213C58259",2,NA,"한화 단기국공채증권투자신탁(채권)A-u",-62.62,"10",-182.4,0.03,-329.94,"국내","Y",NA,0,0.9,0.45,0.16,"6",0.06,"K55213C58259",1012.32,0.06,0.02,"10",1.23,0.1,"16",0.1,1914,0,"213","20060306",NA,1825,0,"4112680","20181228","초단기채권",24188,"N","20181228",0,"채권형",NA,"61",0,NA,NA,"중형급",NA,"04",0.195,"20060306",2531,NA,"한화자산운용","10020",0,"KR5103551382","20180402",0
"K55216BT2846",3,1.76,"DB NEW해오름신종MMF 제3호 C-PE",-59.84,"10",-91.36,0.05,-3637.03,"국내","Y",NA,0,0.9,0.44,0.16,"6",0.03,"K55216BT2846",1012.8,0.03,0.01,"11",1.96,0.2,"07",0.56,1914,-0.07,"216","20030408",NA,1683,0,"9102496","20181228","MMF",-6890171,"N","20181228",0,"MMF","연금","77",0,NA,NA,"초소형급",0.03,"06",0.19,"20030408",2993,"201812","DB자산운용","11010",2,"KR5216366132","20170807",0
"K55234BC2819",3,1.67,"IBK 단기국공채증권자투자신탁 [채권] S",-93.87,"10",-84.08,0.05,450.05,"국내","Y",8.9,4,0.84,0.43,0.16,"6",0.07,"K55234B81804",1022.96,0.07,0.02,"10",31.96,0.07,"11",0.06,1914,0,"234","20071226",NA,772,4,"4109750","20181228","초단기채권",170071,"N","20181228",0,"채권형",NA,"61",0,4.22,0.12,"소형급",0.06,"04",0.175,"20071226",1591,"201812","IBK자산운용","10020",4,"KR5234774796","20160404",1.5
