"KOFIA_FUND_CODE","KFR_GRADE","RLZ_RT12","FP_KRN_NAME","SALE_AMT_M1","FP_TP","SALE_AMT_M3","NAV_UPDOWN_PRICE","SALE_AMT_M6","LRG_TYPE_TP_NAME","SALE_FUND_YN","RLZ_RT60","FNGUIDE_GRADE","RLZ_RT6","RLZ_RT3","RLZ_RT1","INVST_RISK_GRADE_TP","STDDEVT_M6","DELEGATE_KOFIA_FUND_CODE","NAV","STDDEVT_M3","STDDEVT_M1","LRG_TYPE_CODE","ACCM_RT","FUND_BAL_QTY_M6","FP_CLASS_TP","FUND_BAL_QTY_M3","TOTAL_COUNT","FUND_BAL_QTY_M1","AMC_CODE","FIRST_SETUP_DATE","RECOMMEND_FUND_YN","SEQ","MNSTAR_GRADE","FP_CODE","NAV_STD_DATE","TYPE_NAME","FUND_BAL_QTY_M1_CHK","EVENT_FUND_YN","STD_DATE","SALE_COMMISSION_RATE","LRG_TYPE_NAME","INVTRST_DETAIL_NAME","INVTRST_DETAIL_CODE","NAV_UPDOWN_RATE","RLZ_RT36","STDDEVT_Y3","OP_SCALE_GRADE_NAME","STDDEVT_Y1","INDIRECT_INVST_CODE","TOTAL_FEE","OP_FIRST_SETUP_DATE","OP_NETVALUE","FUND_GRADE_STD_YYMM","AMC_ABRV_NAME","TYPE_CODE","ZEROIN_GRADE","OP_FUND_CODE","SALE_START_DATE","AFRCV_COMMISSION_RATE"
"K55306BT9412",0,-1.94,"KTB 전단채증권투자신탁 [채권] C-Pe",-114.14,"10",-241.03,0.05,-670.73,"국내","Y",NA,0,0.85,0.43,0.16,"6",0.07,"K55306BT9412",979.1,0.07,0.02,"10",-1.38,-1.18,"07",-0.54,1914,0.13,"306","20160113",NA,1794,0,"4109696","20181228","초단기채권",12629287,"N","20181228",0,"채권형","연금","77",0.01,NA,NA,"소형급",3.98,"04",0.105,"20160113",759,"201812","KTB자산운용","10020",5,"K55306B99307","20170814",0
"KR5206AX1128",5,1.77,"키움 단기국공채플러스증권투자신탁제1호 [채권] S",-13.52,"10",-20.35,0.04,-96.04,"국내","Y",NA,4,0.83,0.42,0.16,"6",0.09,"KR5206AS3394",1014.6,0.09,0.02,"10",8.13,-1.01,"11",-2.42,1914,0,"206","20140528",NA,827,3,"4107850","20181228","초단기채권",0,"N","20181228",0,"채권형",NA,"61",0,4.53,0.17,"초소형급",0.1,"04",0.19,"20140528",220,"201812","키움투자자산운용","10020",4,"KR5206AS3378","20141028",1.5
"K55306BC2689",0,-1.97,"KTB 전단채증권투자신탁 [채권] Ce",-114.14,"10",-241.03,0.04,-670.73,"국내","Y",NA,0,0.84,0.42,0.16,"5",0.07,"K55306BC2689",978.8,0.07,0.02,"10",1.16,-1.15,"10",-0.37,1914,0.1,"306","20160113",NA,1793,0,"4109660","20181228","초단기채권",10123025,"N","20181228",0,"채권형",NA,"61",0,NA,NA,"소형급",3.98,"04",0.135,"20160113",759,"201812","KTB자산운용","10020",5,"K55306B99307","20160328",0
"K55206BB6120",3,1.64,"키움 단기국공채증권자투자신탁1호[채권]S",-48.86,"10",-15.61,0,-895.5,"국내","Y",NA,4,0.79,0.41,0.16,"6",0.1,"KR5206AS3261",1000,0.09,0.03,"10",8.32,NA,"11",0,1914,0,"206","20140227",NA,824,3,"4113450","20181228","초단기채권",0,"N","20181228",0,"채권형",NA,"61",0,4.1,0.19,"소형급",0.1,"04",0.2,"20140227",1009,"201812","키움투자자산운용","10020",4,"KR5206AO6540","20180910",1.5
"K55216BT2838",3,1.73,"DB NEW해오름신종MMF 제3호 C-E",-59.84,"10",-91.36,0.06,-3637.03,"국내","Y",NA,0,0.88,0.44,0.15,"6",0.03,"K55216BT2838",1012.58,0.03,0.01,"11",2.19,5.62,"10",2.35,1914,2.93,"216","20030408",NA,1682,0,"9102460","20181228","MMF",293057831,"N","20181228",0,"MMF",NA,"61",0.01,NA,NA,"초소형급",0.03,"06",0.22,"20030408",2993,"201812","DB자산운용","11010",2,"KR5216366132","20170807",0
"K55311B85033",2,1.59,"Plus 신종개인용MMF2호 C",-26.43,"10",-191.77,0.06,-319.08,"국내","Y",8.5,3,0.82,0.42,0.15,"6",0.03,"K55311B85033",1006.78,0.03,0.01,"11",30.13,0.82,"00",1.15,1914,0.11,"311","20080730",NA,1710,0,"9101301","20181228","MMF",10968039,"N","20181228",0,"MMF",NA,"61",0.01,4.25,0.03,"소형급",0.02,"06",0.35,"20080730",4101,"201812","플러스자산운용","11010",3,"KR5311863538","20140418",0
"K55104BT9721",2,NA,"하이 공모주플러스10증권투자신탁1호 [채권혼합] C-Pe2",191.95,"10",179.5,4.1,164.65,"국내","Y",NA,0,0.35,0.42,0.15,"6",1.43,"K55104BT9721",1025.08,1.65,1.14,"23",2.75,-0.01,"07",0.06,1914,0.06,"104","20070704",NA,1814,0,"5101996","20181228","채권알파",5873963,"N","20181228",0,"절대수익추구형","연금","77",0.4,NA,NA,"대형급",NA,"03",0.72,"20070704",1069,NA,"하이자산운용","23010",0,"KR5104711548","20170807",0
"K55105BS8137",4,1.51,"삼성 신종MMF종류형제D2호 C-Pe",NA,"10",NA,0.05,NA,NA,"Y",NA,0,0.79,0.41,0.15,"6",0.03,"K55105BS8137",1000.1,0.03,0.01,NA,1.95,-0.01,"07",0,1914,0,NA,"19990426",NA,1821,0,"9103196","20181228","MMF",253839,"N","20181228",0,NA,"연금","77",0,NA,NA,NA,0.02,"06",0.326,NA,NA,NA,NA,"11010",0,"KR5218139958","20170911",0
"K55232BX8367",3,NA,"NH-Amundi 개인신종MMF1호 Ce",-214.41,"10",-490.56,0.05,-443.36,"국내","Y",NA,0,0.8,0.41,0.15,"6",0.03,"K55232BX8367",1009.81,0.03,0.01,"11",0.98,NA,"10",NA,1914,NA,"232","20030410",NA,1827,0,"9107660","20181228","MMF",NA,"N","20181228",0,"MMF",NA,"61",0,NA,NA,"중형급",NA,"06",0.305,"20030410",11782,NA,"NH-Amundi자산운용","11010",0,"KR5232366587","20171016",0
"KR5101AP0886",0,1.65,"한국투자 마스터단기증권투자신탁1호 (국공채) S",0.14,"10",2.1,0.03,3.48,"국내","Y",8.31,5,0.81,0.4,0.15,"5",0.16,"KR5101369175",1053.27,0.17,0.18,"10",68.43,0,"11",0,1914,0,"101","20030507",NA,975,3,"4100350","20181228","우량채권",0,"N","20181228",0,"채권형",NA,"61",0,3.14,0.26,"초소형급",0.17,"04",0.3943,"20051031",18,"201812","한국투자신탁운용","10060",5,"KR5101521569","20140418",1.5
"K55224CB2381",0,NA,"흥국 공모주하이일드증권투자신탁[채권혼합]Ae",-16,"10",-41.84,0.04,37.66,"국내","Y",NA,0,NA,-0.02,0.15,"5",NA,"K55224CB2381",999.3,0.74,0.44,"23",-0.07,NA,"09",0.01,1914,0,"224","20140421",NA,1834,0,"5127466","20181228","공모주하이일드",-98761,"N","20181228",0,"절대수익추구형",NA,"61",0,NA,NA,"대형급",NA,"03",0.775,"20140421",779,NA,"흥국자산운용","23030",0,"KR5224AQ6769","20180709",0
"K55105BW3421",0,-1.14,"삼성 EMP글로벌로테이션증권자투자신탁[주식혼합-재간접형] S",2.34,"10",6.36,0.94,3.92,"해외","Y",NA,0,-1.47,-2.39,0.15,"3",3.17,"K55105BW3421",987.14,4.07,0.76,"61",-1.29,3.48,"11",1.09,1914,-0.65,"105","20170918",NA,62,0,"8139350","20181228","글로벌 공격적자산배분",-65333269,"N","20181228",0,"주식혼합형",NA,"61",0.1,NA,NA,"초소형급",5.59,"10",0.34,"20170918",72,"201812","삼성자산운용","61150",1,"K55105BW3298","20170918",1.5
"K55105BW3439",0,-1.14,"삼성 EMP글로벌로테이션증권자투자신탁[주식혼합-재간접형] S-P",2.34,"10",6.36,0.94,3.92,"해외","Y",NA,0,-1.47,-2.39,0.15,"4",3.17,"K55105BW3421",987.51,4.07,0.76,"61",-1.29,2.66,"12",2.74,1914,2.4,"105","20170918",NA,63,0,"8139359","20181228","글로벌 공격적자산배분",240237464,"N","20181228",0,"주식혼합형","연금","77",0.1,NA,NA,"초소형급",5.59,"10",0.31,"20170918",72,"201812","삼성자산운용","61150",1,"K55105BW3298","20170918",0
"KR5101AP4813",2,1.61,"한국투자 신종개인용MMF3호 S",3.39,"10",-106.55,0.05,-996.61,"국내","Y",8.25,3,0.83,0.42,0.14,"6",0.03,"KR5101AH3534",1011.09,0.03,0.01,"11",84.77,-44.72,"11",-18.75,1914,-1.56,"101","20000509",NA,334,0,"9100150","20181228","MMF",-155722352,"N","20181228",0,"MMF",NA,"61",0,4.2,0.03,"초소형급",0.02,"06",0.178,"20000509",1578,"201812","한국투자신탁운용","11010",3,"KR5101145245","20140418",0
"KR5101AP4821",2,1.61,"한국투자 신종개인용MMF3호 S-P",3.39,"10",-106.55,0.06,-996.61,"국내","Y",8.25,3,0.83,0.42,0.14,"6",0.03,"KR5101AH3534",1011.37,0.03,0.01,"11",84.77,-5.44,"12",1.89,1914,1.48,"101","20000509",NA,335,0,"9100159","20181228","MMF",147812957,"N","20181228",0,"MMF","연금","77",0.01,4.2,0.03,"초소형급",0.02,"06",0.135,"20000509",1578,"201812","한국투자신탁운용","11010",3,"KR5101145245","20140418",0
"K55213BU6813",2,1.57,"한화 개인MMF1호 C-Pe(연금저축)",-10.29,"10",-65.44,0.05,-94.93,"국내","Y",NA,0,0.8,0.41,0.14,"6",0.03,"K55213BU6813",1013.89,0.03,0.01,"11",2.08,0.49,"07",0.36,1914,0,"213","19980209",NA,1733,0,"9101196","20181228","MMF",98631,"N","20181228",0,"MMF","연금","77",0,NA,NA,"초소형급",0.02,"06",0.2115,"19980209",1647,"201812","한화자산운용","11010",3,"KR5103111203","20170911",0
"K55240B01940",3,1.43,"BNK 튼튼개인MMF1호 S",-62.72,"10",518.87,0.05,-182.78,"국내","Y",NA,3,0.75,0.4,0.14,"6",0.03,"KR5240AW4592",1000.66,0.03,0.01,"11",5.46,0.18,"11",0.03,1914,0.02,"240","20141215",NA,541,0,"9106050","20181228","MMF",2290397,"N","20181228",0,"MMF",NA,"61",0,3.83,0.03,"소형급",0.02,"06",0.25,"20141215",6997,"201812","BNK자산운용","11010",3,"KR5240AW4584","20150313",0
"K55240B01957",3,1.43,"BNK 튼튼개인MMF1호 S-P",-62.72,"10",518.87,0.05,-182.78,"국내","Y",NA,3,0.75,0.4,0.14,"6",0.03,"KR5240AW4592",1000.67,0.03,0.01,"11",5.46,0.53,"12",0.42,1914,0.01,"240","20141215",NA,542,0,"9106059","20181228","MMF",1458348,"N","20181228",0,"MMF","연금","77",0,3.83,0.03,"소형급",0.02,"06",0.216,"20141215",6997,"201812","BNK자산운용","11010",3,"KR5240AW4584","20150313",0
"KR5224AX9020",2,1.6,"흥국 플래티넘개인용MMF1호 C-p",-42.17,"10",-61.48,0.04,-1372.11,"국내","Y",NA,2,0.82,0.4,0.14,"6",0.03,"KR5224AX9020",1000.85,0.03,0.01,"11",6.33,-1.13,"07",0.35,1914,0.2,"224","20141210",NA,1724,0,"9105990","20181228","MMF",20351752,"N","20181228",0,"MMF","연금","77",0,4.46,0.03,"초소형급",0.02,"06",0.23,"20141210",1677,"201812","흥국자산운용","11010",3,"KR5224AX8998","20150126",0
"KR5223AP0186",4,1.43,"KB 개인용MMFP-1호 S",51.98,"10",72.38,0.06,84.79,"국내","Y",6.72,5,0.76,0.39,0.14,"6",0.03,"KR5223AP0178",1012.48,0.03,0.01,"11",51.23,-0.03,"11",0,1914,0,"223","20030314",NA,742,0,"9100450","20181228","MMF",0,"N","20181228",0,"MMF",NA,"61",0.01,3.31,0.04,"초소형급",0.03,"06",0.28,"20030314",417,"201812","KB자산운용","11010",4,"KR5223363593","20140418",0
"KR5215365739",3,1.49,"미래에셋 국공채전용MMFA1 (국공채) C",28.8,"10",3046.42,0.05,2608.19,"국내","Y",8.13,3,0.77,0.39,0.14,"6",0.03,"KR5215365739",1011.15,0.03,0.01,"11",57.69,6.95,"03",2.01,1914,0.95,"301","20030402",NA,1703,0,"9103930","20181228","MMF",95305260,"N","20181228",0,"MMF",NA,"61",0,3.99,0.03,"소형급",0.02,"06",0.17,"20030402",5098,"201812","미래에셋자산운용","11010",3,"KR5225189764","20140418",0
"KR5209441884",3,1.47,"신영 신종MMF 제4-35호",-2.84,"10",-4.25,0.05,-22.28,"국내","Y",7.87,3,0.77,0.39,0.14,"6",0.03,"KR5209441884",1014.53,0.03,0.01,"11",56.34,-0.02,"00",0,1914,0,"209","20040102",NA,1704,0,"9100901","20181228","MMF",0,"N","20181228",0,"MMF",NA,"61",0,3.91,0.03,"초소형급",0.02,"06",0.3,"20040102",171,"201812","신영자산운용","11010",3,"KR5209441884","20140418",0
"KR5224AX9004",2,1.55,"흥국 플래티넘개인용MMF1호 C",-42.17,"10",-61.48,0.05,-1372.11,"국내","Y",NA,3,0.79,0.39,0.14,"6",0.03,"KR5224AX9004",1000.83,0.03,0,"11",6.12,-3.7,"03",0.12,1914,0.81,"224","20141210",NA,1725,0,"9105930","20181228","MMF",81215561,"N","20181228",0,"MMF",NA,"61",0,4.3,0.03,"초소형급",0.02,"06",0.28,"20141210",1677,"201812","흥국자산운용","11010",3,"KR5224AX8998","20150126",0
"K55228BT5324",0,-3.02,"ABL PIMCO분산투자증권자투자신탁 [채권_재간접형](H) Pe2",-0.21,"10",-0.38,-0.52,-1.47,"해외","Y",NA,0,-0.63,-1.4,0.14,"6",2.16,"K55228BT5324",977.04,2.39,2.34,"50",-2.3,0,"07",0,1914,0,"228","20110622",NA,1851,0,"8109296","20181228","글로벌채권",0,"N","20181228",0,"채권형","연금","77",-0.05,NA,NA,"초소형급",2.09,"10",0.785,"20110622",16,NA,"ABL글로벌자산운용","50010",0,"KR5228275214","20170724",0
"K55207BU0483",4,NA,"교보악사 개인용MMF1호C-Pe",-0.69,"10",-10.3,0.04,-48.41,"국내","Y",NA,0,0.8,0.39,0.13,"6",0.03,"K55207BU0483",1012.07,0.03,0.01,"11",1.54,0.02,"07",0.02,1914,0,"207","20030325",NA,1823,0,"9101596","20181228","MMF",39727,"N","20181228",0,"MMF","연금","77",0,NA,NA,"초소형급",NA,"06",0.27,"20030325",53,NA,"교보악사자산운용","11010",0,"KR5207364872","20170807",0
"KR5210AQ3838",4,1.37,"신한BNPP 개인용MMF제2호 S",75.12,"10",-368.53,0.05,-925.06,"국내","Y",7.43,3,0.71,0.37,0.13,"6",0.03,"KR5210AL7289",1000.78,0.03,0,"11",60.98,-0.57,"11",-0.11,1914,-0.14,"210","20011212",NA,729,0,"9102650","20181228","MMF",-14216567,"N","20181228",0,"MMF",NA,"61",0,3.62,0.03,"중형급",0.02,"06",0.23,"20011212",10384,"201812","신한BNP파리바자산운용","11010",4,"KR5210333039","20140418",0
"KR5210AQ3846",4,1.37,"신한BNPP 개인용MMF제2호 S-p",75.12,"10",-368.53,0.05,-925.06,"국내","Y",7.43,3,0.71,0.37,0.13,"6",0.03,"KR5210AL7289",1000.79,0.03,0,"11",60.98,0.45,"12",0.55,1914,0.23,"210","20011212",NA,730,0,"9102659","20181228","MMF",22969784,"N","20181228",0,"MMF","연금","77",0,3.62,0.03,"중형급",0.02,"06",0.21,"20011212",10384,"201812","신한BNP파리바자산운용","11010",4,"KR5210333039","20140418",0
"KR5222368403",3,1.38,"맥쿼리 스타신종개인MMF 5호",-48.98,"10",-36.21,0.04,-110.17,"국내","Y",7.43,4,0.72,0.37,0.13,"6",0.03,"KR5222368403",1009.46,0.03,0,"11",52.37,-0.01,"00",0,1914,0,"212","20030428",NA,1758,0,"9101801","20181228","MMF",0,"N","20181228",0,"MMF",NA,"61",0,3.63,0.03,"초소형급",0.02,"06",0.36,"20030428",1267,"201812","맥쿼리투자신탁운용","11010",4,"KR5222368403","20140418",0
"K55301BU4175",3,1.38,"미래에셋 개인전용MMF1 (국공채) C-Pe",-106.82,"10",-234.6,0.05,-139.57,"국내","Y",NA,0,0.71,0.37,0.13,"6",0.02,"K55301BU4175",1009.82,0.03,0.01,"11",1.8,49.47,"07",49.33,1914,9.71,"301","20030416",NA,1774,0,"9103896","20181228","MMF",971341360,"N","20181228",0,"MMF","연금","77",0,NA,NA,"소형급",0.02,"06",0.29,"20030416",5142,"201812","미래에셋자산운용","11010",4,"KR5227367145","20170911",0
"KR5105902849",4,1.33,"삼성 신종MMF종류형제D2호 C1",NA,"10",NA,0.05,NA,NA,"Y",6.9,4,0.7,0.37,0.13,"6",0.03,"KR5105902849",1000.09,0.03,0.01,NA,86.84,-0.13,"03",-0.19,1914,-0.19,NA,"19990426",NA,1802,0,"9103130","20181228","MMF",-19255208,"N","20181228",0,NA,NA,"61",0,3.4,0.03,NA,0.02,"06",0.5,NA,NA,NA,NA,"11010",0,"KR5218139958","20140418",0
"KR5213AP4875",2,1.38,"한화 개인MMF1호 S",-10.29,"10",-65.44,0.05,-94.93,"국내","Y",7.63,3,0.71,0.36,0.13,"6",0.03,"KR5213A90278",1013.67,0.03,0.01,"11",100.12,-0.02,"11",0,1914,0,"213","19980209",NA,701,0,"9101150","20181228","MMF",44415,"N","20181228",0,"MMF",NA,"61",0,3.75,0.03,"초소형급",0.02,"06",0.2415,"19980209",1647,"201812","한화자산운용","11010",4,"KR5103111203","20140418",0
"KR5301AW6437",3,1.36,"미래에셋 개인전용MMF1 (국공채) C-e",-106.82,"10",-234.6,0.05,-139.57,"국내","Y",NA,0,0.7,0.36,0.13,"6",0.02,"KR5301AW6437",1009.68,0.03,0,"11",4.48,2.14,"10",2.13,1914,0.47,"301","20030416",NA,1769,0,"9103860","20181228","MMF",46932355,"N","20181228",0,"MMF",NA,"61",0,3.65,0.03,"소형급",0.02,"06",0.31,"20030416",5142,"201812","미래에셋자산운용","11010",4,"KR5227367145","20141124",0
"KR5234AP7543",3,1.34,"IBK 그랑프리국공채MMF개인투자신탁제1호 [국공채] S",-395.5,"10",-1219.04,0.05,-1740.55,"국내","Y",7.23,4,0.69,0.35,0.12,"6",0.02,"KR5234AJ0470",1014.13,0.03,0.01,"11",43.87,0.67,"11",0.79,1914,0.32,"234","20050117",NA,750,0,"9100550","20181228","MMF",31788235,"N","20181228",0,"MMF",NA,"61",0,3.53,0.03,"대형급",0.02,"06",0.258,"20050117",19270,"201812","IBK자산운용","11010",4,"KR5234472698","20140418",0
"KR5234AP7550",3,1.34,"IBK 그랑프리국공채MMF개인투자신탁제1호 [국공채] S-P",-395.5,"10",-1219.04,0.05,-1740.55,"국내","Y",7.23,4,0.69,0.35,0.12,"6",0.02,"KR5234AJ0470",1014.41,0.03,0.01,"11",43.87,-0.24,"12",0.5,1914,0.1,"234","20050117",NA,751,0,"9100559","20181228","MMF",10005245,"N","20181228",0,"MMF","연금","77",0,3.53,0.03,"대형급",0.02,"06",0.227,"20050117",19270,"201812","IBK자산운용","11010",4,"KR5234472698","20140418",0
"K55232B31001",3,1.49,"NH-Amundi Allset단기국공채증권자투자신탁[채권] S",-105.98,"10",-120.44,0,-247.79,"국내","Y",NA,0,0.71,0.35,0.12,"6",0.07,"K55232B30953",1000,0.06,0.02,"10",4.16,-0.02,"11",0,1914,0,"232","20151102",NA,1047,4,"4112350","20181228","초단기채권",0,"N","20181228",0,"채권형",NA,"61",0,3.95,0.14,"초소형급",0.07,"04",0.22,"20151102",108,"201812","NH-Amundi자산운용","10020",5,"K55232B30920","20170807",1.5
"K55232BU5085",3,1.49,"NH-Amundi Allset단기국공채증권자투자신탁[채권] S-P",-105.98,"10",-120.44,0.05,-247.79,"국내","Y",NA,0,0.71,0.35,0.12,"6",0.07,"K55232B30953",1002.72,0.06,0.02,"10",4.16,0.11,"12",0.05,1914,0.04,"232","20151102",NA,1048,4,"4112359","20181228","초단기채권",4483931,"N","20181228",0,"채권형","연금","77",0,3.95,0.14,"초소형급",0.07,"04",0.2,"20151102",108,"201812","NH-Amundi자산운용","10020",5,"K55232B30920","20170807",0
"KR5207AQ3791",4,1.35,"교보악사 개인용MMF1호 S",-0.69,"10",-10.3,0.05,-48.41,"국내","Y",6.99,4,0.71,0.34,0.12,"6",0.03,"KR5207AH8908",1012.25,0.02,0.02,"11",51.01,-0.05,"11",0,1914,0,"207","20030325",NA,744,0,"9101550","20181228","MMF",-99762,"N","20181228",0,"MMF",NA,"61",0,3.44,0.03,"초소형급",0.02,"06",0.24,"20030325",53,"201812","교보악사자산운용","11010",4,"KR5207364872","20140418",0
"KR5101AQ9514",3,1.26,"한국투자 신종개인용MMF1호(국공채) S",-19.16,"10",-229.45,0.05,-552.49,"국내","Y",6.85,4,0.66,0.33,0.12,"6",0.02,"KR5101AQ9506",1011.86,0.02,0.01,"11",84.24,0.11,"11",0.23,1914,0,"101","19990322",NA,709,0,"9103750","20181228","MMF",65299,"N","20181228",0,"MMF",NA,"61",0,3.3,0.03,"소형급",0.02,"06",0.196,"19990322",4136,"201812","한국투자신탁운용","11010",4,"KR5101107088","20140418",0
"KR5213AP3778",4,1.29,"한화 개인MMF2호 (국공채) S",-50.06,"10",-149.8,0.04,-127.07,"국내","Y",6.86,4,0.65,0.33,0.12,"6",0.02,"KR5213AP3760",1010.9,0.03,0,"11",53.02,0,"11",-0.5,1914,0,"213","20030403",NA,739,0,"9101250","20181228","MMF",0,"N","20181228",0,"MMF",NA,"61",0,3.31,0.03,"초소형급",0.02,"06",0.26,"20030403",816,"201812","한화자산운용","11010",4,"KR5103365783","20140418",0
"KR5232AW9922",4,1.27,"NH-Amundi 개인MMF1호 [국공채] C",-621.96,"10",-772.76,0.04,-219.28,"국내","Y",6.93,4,0.65,0.33,0.12,"6",0.02,"KR5232AW9922",1007.91,0.02,0.01,"11",51.6,-0.36,"00",-0.05,1914,0,"232","20030520",NA,1759,0,"9100701","20181228","MMF",-9966,"N","20181228",0,"MMF",NA,"61",0,3.31,0.03,"중형급",0.02,"06",0.45,"20030520",15812,"201812","NH-Amundi자산운용","11010",4,"KR5232370605","20140418",0
"KR5223AX3966",5,0.72,"KB 연금가치배당40증권자투자신탁 (채권혼합) S-P",1.58,"10",7.7,7.84,7.7,"국내","Y",NA,4,-2.06,-2.23,0.12,"5",5.72,"KR5223AX3941",1012.01,6.74,3.96,"22",2.35,-0.2,"12",0.1,1914,0.09,"223","20150202",NA,575,4,"5119859","20181228","일반채권혼합",9449724,"N","20181228",0,"채권혼합형","연금","77",0.78,2.15,4.5,"중형급",5.34,"03",0.655,"20150202",665,"201812","KB자산운용","22010",3,"KR5223AX3933","20150304",0
"KR5101AP0894",5,-6.35,"한국투자 롱텀밸류배당30증권투자신탁 (채권혼합) S",-0.09,"10",-1.67,5.97,-3.91,"국내","Y",9.97,4,-5.37,-4.13,0.12,"5",5.16,"KR5101AP1025",1032.13,6.58,4.31,"22",72.71,-0.08,"11",0.04,1914,0.01,"101","20050127",NA,714,4,"5100450","20181228","일반채권혼합",1359661,"N","20181228",0,"채권혼합형",NA,"61",0.58,0.62,4.07,"초소형급",5.01,"03",0.3591,"20050127",56,"201812","한국투자신탁운용","22010",4,"KR5101474132","20140418",1.5
"KR5105AQ4412",3,-11.91,"삼성 배당주장기증권투자신탁제1호 [주식] S",-3.6,"10",6.95,17.89,0.98,"국내","Y",5.68,3,-4.73,-7.86,0.12,"4",13.37,"KR5105879484",993.79,15.88,11.55,"20",188.33,0.57,"11",0.52,1914,0.42,"3N9","20050510",NA,76,3,"1132250","20181228","배당주식",41694630,"N","20181228",0,"주식형",NA,"61",1.83,3.87,10.68,"중형급",13.07,"01",1.13,"20050510",637,"201812","삼성액티브자산운용","20030",2,"KR5105489482","20140418",1.5
"K553N9BX3892",3,-11.91,"삼성 배당주장기증권투자신탁제1호 [주식]S-P",-3.6,"10",6.95,16.09,0.98,"국내","Y",5.68,3,-4.73,-7.86,0.12,"5",13.37,"KR5105879484",893.58,15.88,11.55,"20",188.33,0.11,"12",0.11,1914,0,"3N9","20050510",NA,77,3,"1132259","20181228","배당주식",0,"N","20181228",0,"주식형","연금","77",1.83,3.87,10.68,"중형급",13.07,"01",1.04,"20050510",637,"201812","삼성액티브자산운용","20030",2,"KR5105489482","20171106",0
"KR5101AR6204",4,1.45,"한국투자 엄브렐러증권전환형투자신탁1호 (채권혼합) S",-14.13,"10",-8.71,0.04,-4.38,"국내","Y",NA,0,0.74,0.34,0.11,"6",0.06,"KR5101AR6204",1028.98,0.05,0.04,"10",4.83,0.04,"16",-0.06,1914,0,"101","20040702",NA,1768,3,"5118650","20181228","초단기채권",-80832,"N","20181228",0,"채권형",NA,"61",0,3.25,0.13,"초소형급",0.06,"03",0.398,"20040702",36,"201812","한국투자신탁운용","10020",4,"KR5101786493","20141110",0
"KR5210AQ3861",3,1.2,"신한BNPP BEST개인용MMF제1호 S",-34.44,"10",-105.36,0.05,-356.67,"국내","Y",6.5,4,0.62,0.32,0.11,"6",0.02,"KR5210285304",1008.7,0.02,0,"11",66.09,0,"11",0,1914,-0.01,"210","20010510",NA,979,0,"9102550","20181228","MMF",-694032,"N","20181228",0,"MMF",NA,"61",0,3.07,0.03,"초소형급",0.02,"06",0.301,"20010510",2754,"201812","신한BNP파리바자산운용","11010",5,"KR5219320615","20140418",0
"KR5210AQ3879",3,1.2,"신한BNPP BEST개인용MMF제1호 S-p",-34.44,"10",-105.36,0.05,-356.67,"국내","Y",6.5,4,0.62,0.32,0.11,"6",0.02,"KR5210285304",1007.95,0.02,0,"11",66.09,0.18,"12",0.18,1914,0.6,"210","20010510",NA,980,0,"9102559","20181228","MMF",60362291,"N","20181228",0,"MMF","연금","77",0,3.07,0.03,"초소형급",0.02,"06",0.281,"20010510",2754,"201812","신한BNP파리바자산운용","11010",5,"KR5219320615","20140418",0
"KR5105324622",4,1.21,"삼성 신종MMF제1호 [국공채]",-203.82,"10",-527.57,0.04,-1216.7,"국내","Y",6.47,5,0.62,0.32,0.11,"6",0.02,"KR5105324622",1005.66,0.02,0,"11",61.45,0,"00",0,1914,0,"105","20010716",NA,1788,0,"9102701","20181228","MMF",0,"N","20181228",0,"MMF",NA,"61",0,3.09,0.03,"소형급",0.02,"06",0.53,"20010716",6893,"201812","삼성자산운용","11010",5,"KR5105324622","20140418",0
"KR5205AQ7836",3,1.19,"멀티에셋 국공채MMF투자신탁제1호 [국공채] S",-63.22,"10",-91.48,0.04,-93.07,"국내","Y",6.94,4,0.61,0.31,0.11,"6",0.02,"KR5205AH9536",1003.88,0.02,0.01,"11",44.68,-0.14,"11",-0.04,1914,-0.01,"205","20040920",NA,996,0,"9102150","20181228","MMF",-1069799,"N","20181228",0,"MMF",NA,"61",0,3.29,0.03,"초소형급",0.02,"06",0.2075,"20040920",1433,"201812","멀티에셋자산운용","11010",5,"KR5205458734","20140418",0
"KR5205AQ7844",3,1.19,"멀티에셋 국공채MMF투자신탁제1호 [국공채] S-P",-63.22,"10",-91.48,0.04,-93.07,"국내","Y",6.94,4,0.61,0.31,0.11,"6",0.02,"KR5205AH9536",1003.95,0.02,0.01,"11",44.68,0.73,"12",0.27,1914,-0.01,"205","20040920",NA,997,0,"9102159","20181228","MMF",-753111,"N","20181228",0,"MMF","연금","77",0,3.29,0.03,"초소형급",0.02,"06",0.1825,"20040920",1433,"201812","멀티에셋자산운용","11010",5,"KR5205458734","20140418",0
"KR5206AH3447",5,1.17,"키움 프런티어개인용MMF제1호 [국공채] C-P",-230.76,"10",-275.77,0.04,-1237.45,"국내","Y",6.47,4,0.61,0.31,0.11,"6",0.02,"KR5206AH3447",1004.95,0.02,0.01,"11",7.4,3.52,"07",3.43,1914,0.63,"206","20010803",NA,1791,0,"9103390","20181228","MMF",62849885,"N","20181228",0,"MMF","연금","77",0,3.05,0.02,"중형급",0.02,"06",0.48,"20010803",15076,"201812","키움투자자산운용","11010",5,"KR5221325578","20140418",0
